decision_tree,largest_class
76.862435947970042,80.291683090264087
77.236893969255021,81.513598738667724
75.837603468663772,80.409932991722513
76.468269609775319,81.158849034292473
76.40914465904612,80.055183287347262
76.487977926685062,80.07489160425699
75.773703922728174,80.524344569288388
76.759314015375523,81.115710624876797
76.621328602404887,80.662329982259024
77.606938695052236,81.135422826729751
