lat,lon,k2,k3,k4,k5,k6
37.779285062587,-122.460968433129,0,1,3,4,1
37.7528615900296,-122.40486746,0,2,1,0,0
37.7805830000297,-122.498109,1,1,2,4,4
37.7598366600296,-122.43570029,1,0,3,1,0
37.7787550000296,-122.422745,0,0,3,1,2
37.7882350000297,-122.416928,0,0,0,2,2
37.7902372800297,-122.4030397,0,0,0,2,2
37.7745742400297,-122.42783855,0,0,3,1,1
37.7978561000297,-122.42019702,0,0,0,2,2
37.7860809900297,-122.41656131,0,0,0,2,2
37.7998508500297,-122.40801051,0,0,0,2,2
37.7835130000297,-122.400813,0,0,0,2,2
37.7730540000297,-122.437494,0,0,3,1,1
37.7867984000297,-122.43979638,0,0,3,1,1
37.8297815000297,-122.37612012,0,0,0,2,2
37.7620282600297,-122.44597105,1,1,3,1,1
37.7882250000297,-122.433792,0,0,3,1,1
37.7681554100296,-122.4186474,0,0,3,1,0
37.7493630000296,-122.432785,1,2,1,1,0
37.7752538100297,-122.43057455,0,0,3,1,1
37.7762780000296,-122.415073,0,0,0,2,2
37.7412310000296,-122.413761,1,2,1,0,0
37.7933564000297,-122.4080166,0,0,0,2,2
37.7124960800296,-122.4621189,1,1,2,3,3
37.8037727100297,-122.41100551,0,0,0,2,2
37.7772890000297,-122.5053,1,1,2,4,4
37.7882540000297,-122.409261,0,0,0,2,2
37.7536653200296,-122.39663098,0,2,1,0,0
37.7330123100296,-122.41788214,1,2,1,0,5
37.7646340000296,-122.417881,0,0,3,1,0
37.7348429300296,-122.43398393,1,2,1,3,3
37.7638567000296,-122.46483925,1,1,2,4,4
37.7810980000297,-122.479349,0,1,2,4,4
37.7525146700296,-122.40205404,0,2,1,0,0
37.7572318300296,-122.43821298,1,2,3,1,0
37.7836636600297,-122.42022803,0,0,0,2,2
37.7821960000297,-122.416494,0,0,0,2,2
37.7921516300297,-122.41738748,0,0,0,2,2
37.7984265900297,-122.4046472,0,0,0,2,2
37.7354323600296,-122.37853963,1,2,1,0,5
37.7249747700296,-122.42183686,1,2,1,0,5
37.7589820000297,-122.42163458,0,2,3,1,0
37.7644210000297,-122.421926,0,0,3,1,0
37.7841400000297,-122.411505,0,0,0,2,2
37.7849280000297,-122.408671,0,0,0,2,2
37.7832900000297,-122.418235,0,0,0,2,2
37.7936847800297,-122.42094585,0,0,0,2,2
37.7281803200296,-122.41088355,1,2,1,0,5
37.7859000000297,-122.411536,0,0,0,2,2
37.7638860000297,-122.419646,0,0,3,1,0
37.7663190000297,-122.41047,0,0,0,2,0
37.7812630000296,-122.409199,0,0,0,2,2
37.7368323300296,-122.42254146,1,2,1,0,0
37.7642636700296,-122.42212147,0,0,3,1,0
37.7653020000296,-122.426361,0,0,3,1,0
37.7816990000297,-122.409504,0,0,0,2,2
37.7900090000297,-122.405397,0,0,0,2,2
37.7563552300296,-122.42635906,1,2,3,1,0
37.7841930000297,-122.409985,0,0,0,2,2
37.7660570000297,-122.41968,0,0,3,1,0
37.7849930000297,-122.404822,0,0,0,2,2
37.7099404200296,-122.42203179,1,2,1,3,5
37.8031340000297,-122.408239,0,0,0,2,2
37.7133712700296,-122.46591142,1,1,2,3,3
37.7359790300296,-122.4121398,1,2,1,0,5
37.7493193300297,-122.42405651,1,2,1,0,0
37.7642771800296,-122.46497256,1,1,2,4,4
37.7488480700297,-122.41261899,1,2,1,0,0
37.7844610000297,-122.413735,0,0,0,2,2
37.7893180000297,-122.400655,0,0,0,2,2
37.7894920000297,-122.407058,0,0,0,2,2
37.7270180000296,-122.432088,1,2,1,3,3
37.7878260000296,-122.434081,0,0,3,1,1
37.7528927500296,-122.50199511,1,1,2,4,4
37.7540596400296,-122.39543036,0,2,1,0,0
37.7303322300296,-122.39365684,1,2,1,0,5
37.7982636400297,-122.44655564,0,0,3,1,1
37.7984414000297,-122.40453013,0,0,0,2,2
37.7737244300296,-122.42796253,0,0,3,1,1
37.7843430000296,-122.41743,0,0,0,2,2
37.7405660000296,-122.412746,1,2,1,0,0
37.7961091500297,-122.40310212,0,0,0,2,2
37.7554440000296,-122.430743,1,2,3,1,0
37.7527124800296,-122.44128206,1,1,3,1,0
37.7538420000296,-122.41539,1,2,1,0,0
37.7648945800297,-122.41848468,0,0,3,1,0
37.7824760000297,-122.412219,0,0,0,2,2
37.7823080000297,-122.443226,0,0,3,1,1
37.7120234000296,-122.46158604,1,1,2,3,3
37.7310220000296,-122.483563,1,1,2,3,3
37.7984608500297,-122.42996603,0,0,0,2,1
37.7961920000297,-122.434482,0,0,3,2,1
37.7335656500296,-122.46223401,1,1,2,3,3
37.7568965900296,-122.41826199,1,2,1,0,0
37.7781630000297,-122.484594,1,1,2,4,4
37.7631485900297,-122.432677,0,0,3,1,0
37.7739150000297,-122.420026,0,0,3,1,2
37.7868420000297,-122.399885,0,0,0,2,2
37.7596726000296,-122.43452565,1,0,3,1,0
37.7180736200296,-122.43078137,1,2,1,3,3
37.7675661300296,-122.41859446,0,0,3,1,0
37.7269377000296,-122.47930096,1,1,2,3,3
37.7740898500297,-122.40765185,0,0,0,2,2
37.8015395000297,-122.42528732,0,0,0,2,2
37.7778801500297,-122.435166,0,0,3,1,1
37.7914314500297,-122.42355177,0,0,0,2,2
37.7982841200297,-122.40489936,0,0,0,2,2
37.7731860000297,-122.413174,0,0,0,2,2
37.7210570000296,-122.475222,1,1,2,3,3
37.7275100000296,-122.382987,1,2,1,0,5
37.7493616300296,-122.42069613,1,2,1,0,0
37.7712006100297,-122.41275615,0,0,0,2,0
37.7573730200296,-122.42259923,1,2,3,1,0
37.7708730000297,-122.445395,0,0,3,1,1
37.7891190000297,-122.403793,0,0,0,2,2
37.7825100000296,-122.42329,0,0,0,2,2
37.7623310000296,-122.438887,1,0,3,1,1
37.7664230000296,-122.421948,0,0,3,1,0
37.7888370000297,-122.398628,0,0,0,2,2
37.7332658800296,-122.38597516,1,2,1,0,5
37.7515260000296,-122.417196,1,2,1,0,0
37.7233410000296,-122.43358,1,2,1,3,3
37.8078010000297,-122.419088,0,0,0,2,2
37.7722390000297,-122.443929,0,0,3,1,1
37.7684198400297,-122.43163014,0,0,3,1,1
37.7317450000296,-122.393513,1,2,1,0,5
37.7820440000297,-122.410989,0,0,0,2,2
37.7363379100296,-122.43308483,1,2,1,3,0
37.7577109900297,-122.40220517,0,2,1,0,0
37.7564194600296,-122.41848518,1,2,1,0,0
37.7721661400297,-122.49857933,1,1,2,4,4
37.7766624300297,-122.44293279,0,0,3,1,1
37.7613768300297,-122.43361776,1,0,3,1,0
37.7815190000297,-122.409522,0,0,0,2,2
37.7744820200297,-122.43614809,0,0,3,1,1
37.7778900000296,-122.415915,0,0,0,2,2
37.7354760000296,-122.506123,1,1,2,4,4
37.7852219500296,-122.46082904,0,1,3,1,1
37.7754989500297,-122.44700533,0,0,3,1,1
37.7861930000297,-122.405144,0,0,0,2,2
37.7821150000297,-122.40225,0,0,0,2,2
37.7719860000297,-122.422147,0,0,3,1,0
37.7793050000296,-122.508234,1,1,2,4,4
37.7950395400297,-122.41014406,0,0,0,2,2
37.7850570000297,-122.419327,0,0,0,2,2
37.7491150000296,-122.418058,1,2,1,0,0
37.7592223100297,-122.41941197,0,2,3,1,0
37.7615250000296,-122.508065,1,1,2,4,4
37.7803730000297,-122.406483,0,0,0,2,2
37.7523115200296,-122.4344635,1,2,3,1,0
37.7519476300296,-122.41811877,1,2,1,0,0
37.7767310000297,-122.424723,0,0,3,1,1
37.7806390000297,-122.431566,0,0,3,1,1
37.7688780000297,-122.448825,0,1,3,1,1
37.7328121300296,-122.42994172,1,2,1,3,3
37.7591710000296,-122.507899,1,1,2,4,4
37.7524723100296,-122.41658755,1,2,1,0,0
37.7337820000296,-122.390412,1,2,1,0,5
37.7725316100296,-122.41529209,0,0,0,2,2
37.7806300000297,-122.408662,0,0,0,2,2
37.7509108900296,-122.44560568,1,1,3,1,0
37.7794860000296,-122.432024,0,0,3,1,1
37.7527504700296,-122.41884572,1,2,1,0,0
37.7772700000297,-122.449413,0,0,3,1,1
37.7539277500296,-122.41332313,1,2,1,0,0
37.7928010000297,-122.433029,0,0,3,1,1
37.7615746400296,-122.42027242,0,0,3,1,0
37.7687549900296,-122.44637275,0,1,3,1,1
37.8039850000297,-122.411966,0,0,0,2,2
37.7554604000296,-122.41467503,1,2,1,0,0
37.7831440000297,-122.411861,0,0,0,2,2
37.7833100000297,-122.410105,0,0,0,2,2
37.7264100000296,-122.403469,1,2,1,0,5
37.7582084200297,-122.47709001,1,1,2,4,4
37.7806150000297,-122.416526,0,0,0,2,2
37.7637050000297,-122.419629,0,0,3,1,0
37.8083340000297,-122.414298,0,0,0,2,2
37.7474782100296,-122.44451777,1,1,3,1,0
37.7392225000296,-122.41482723,1,2,1,0,0
37.7195347300296,-122.38820407,1,2,1,0,5
37.7311211800296,-122.44229412,1,2,1,3,3
37.7832700000297,-122.477977,0,1,2,4,4
37.7856420000297,-122.411958,0,0,0,2,2
37.7638560000297,-122.393803,0,2,0,0,0
37.7838220000297,-122.420461,0,0,0,2,2
37.7575361800297,-122.42727087,1,2,3,1,0
37.7741614000296,-122.43117548,0,0,3,1,1
37.7455683700296,-122.41868196,1,2,1,0,0
37.7833910000297,-122.411361,0,0,0,2,2
37.7605070000297,-122.419321,0,2,3,1,0
37.7613950000297,-122.427246,0,0,3,1,0
37.7941829800297,-122.40822509,0,0,0,2,2
37.7554674900296,-122.42231273,1,2,1,1,0
37.7998734700297,-122.42283569,0,0,0,2,2
37.7519040000296,-122.413941,1,2,1,0,0
37.7613250000296,-122.420688,0,0,3,1,0
37.7499140000296,-122.408771,1,2,1,0,0
37.7843266500296,-122.41124954,0,0,0,2,2
37.7451736400296,-122.41972786,1,2,1,0,0
37.7880830000297,-122.41006,0,0,0,2,2
37.7645702900297,-122.42330021,0,0,3,1,0
37.7744846200297,-122.4380265,0,0,3,1,1
37.7540515400296,-122.43692112,1,2,3,1,0
37.7863440000296,-122.470529,0,1,3,4,4
37.7834590000297,-122.410579,0,0,0,2,2
37.7484003400296,-122.43277639,1,2,1,1,0
37.7818120000297,-122.477424,0,1,2,4,4
37.7306291700296,-122.37709314,1,2,1,0,5
37.7841400000297,-122.411505,0,0,0,2,2
37.7859600900297,-122.43857522,0,0,3,1,1
37.7902380000297,-122.407612,0,0,0,2,2
37.7822810000297,-122.458355,0,1,3,1,1
37.7310929900296,-122.37540027,1,2,1,0,5
37.7745684100297,-122.43886496,0,0,3,1,1
37.7318290100296,-122.3991637,1,2,1,0,5
37.7509470300296,-122.43581274,1,2,3,1,0
37.7880607100297,-122.41480047,0,0,0,2,2
37.7337002700296,-122.42812464,1,2,1,0,0
37.7317841900296,-122.3846663,1,2,1,0,5
37.7839490000297,-122.417568,0,0,0,2,2
37.7755337700297,-122.40766615,0,0,0,2,2
37.7349277700296,-122.40245649,1,2,1,0,5
37.7294313600296,-122.40044245,1,2,1,0,5
37.7832200000297,-122.437025,0,0,3,1,1
37.7549000000296,-122.477512,1,1,2,4,4
37.7498880800296,-122.43422836,1,2,3,1,0
37.7840580000297,-122.414398,0,0,0,2,2
37.7881860000297,-122.416219,0,0,0,2,2
37.7985508000297,-122.41935457,0,0,0,2,2
37.7890953800297,-122.41558123,0,0,0,2,2
37.7550270000296,-122.41643,1,2,1,0,0
37.7198636200296,-122.40555976,1,2,1,0,5
37.7814590000297,-122.409857,0,0,0,2,2
37.7779204900297,-122.44140016,0,0,3,1,1
37.7761764600297,-122.44108557,0,0,3,1,1
37.7739150000297,-122.420026,0,0,3,1,2
37.7499490000296,-122.40512,1,2,1,0,0
37.7286120000296,-122.429883,1,2,1,3,3
37.7741576400296,-122.43449864,0,0,3,1,1
37.7582065300297,-122.39538466,0,2,1,0,0
37.7714117900297,-122.43119518,0,0,3,1,1
37.7249060000296,-122.484686,1,1,2,3,3
37.7829870000297,-122.414274,0,0,0,2,2
37.7861752100297,-122.41527511,0,0,0,2,2
37.7096680000296,-122.418612,1,2,1,0,5
37.7750120000296,-122.403702,0,0,0,2,2
37.7538536800296,-122.45818563,1,1,2,4,4
37.7861120000297,-122.418551,0,0,0,2,2
37.7544450000296,-122.409647,0,2,1,0,0
37.7750691200296,-122.40877807,0,0,0,2,2
37.7915030000297,-122.435626,0,0,3,1,1
37.7594150000296,-122.431629,1,0,3,1,0
37.7656334300297,-122.45351314,1,1,3,1,1
37.7986100000297,-122.408001,0,0,0,2,2
37.7816720000297,-122.407945,0,0,0,2,2
37.7642440000297,-122.472911,1,1,2,4,4
37.7807000000297,-122.408248,0,0,0,2,2
37.7863020000296,-122.424969,0,0,0,2,2
37.7774170000297,-122.440795,0,0,3,1,1
37.7605930200296,-122.44297342,1,1,3,1,1
37.7516244100296,-122.41540749,1,2,1,0,0
37.7806300000297,-122.408662,0,0,0,2,2
37.7526480600296,-122.40802206,1,2,1,0,0
37.7818620000297,-122.41387,0,0,0,2,2
37.7129161700296,-122.4551776,1,1,2,3,3
37.7162307600296,-122.49736495,1,1,2,3,3
37.7688142100297,-122.41511061,0,0,0,1,0
37.7955512700297,-122.4287962,0,0,0,2,1
37.7777790000296,-122.445445,0,0,3,1,1
37.7833100500297,-122.44546766,0,0,3,1,1
37.7685778000296,-122.42941652,0,0,3,1,0
37.7851905300297,-122.46494673,0,1,3,4,1
37.7754250000297,-122.41584,0,0,0,2,2
37.7203164900296,-122.40855761,1,2,1,0,5
37.7229285400296,-122.41009348,1,2,1,0,5
37.7829250000297,-122.412486,0,0,0,2,2
37.7872889000297,-122.45218872,0,0,3,1,1
37.8032270000297,-122.432536,0,0,0,2,1
37.7605951700297,-122.41027731,0,2,1,0,0
37.7834786900297,-122.41286611,0,0,0,2,2
37.7481195500296,-122.42737087,1,2,1,0,0
37.8014300300297,-122.44513458,0,0,3,1,1
37.7877930000297,-122.411774,0,0,0,2,2
37.7322850000296,-122.442933,1,2,1,3,3
37.7546049800296,-122.40802359,0,2,1,0,0
37.7813299600297,-122.45025041,0,0,3,1,1
37.7984971500297,-122.40409851,0,0,0,2,2
37.7608360000296,-122.419352,0,2,3,1,0
37.7915100000297,-122.421304,0,0,0,2,2
37.7475862900296,-122.3988657,1,2,1,0,5
37.7528630000296,-122.416227,1,2,1,0,0
37.7249145700296,-122.43214413,1,2,1,3,3
37.7873340000297,-122.41151,0,0,0,2,2
37.7359909900296,-122.38880205,1,2,1,0,5
37.7775150000297,-122.399825,0,0,0,2,2
37.7383592000296,-122.49203306,1,1,2,4,4
37.7592400000296,-122.418544,0,2,3,1,0
37.7522536400296,-122.41982474,1,2,1,0,0
37.7583440000297,-122.424957,1,2,3,1,0
37.7519191900296,-122.44472408,1,1,3,1,0
37.7553710000296,-122.420849,1,2,1,0,0
37.7876708900297,-122.40104302,0,0,0,2,2
37.7841880000297,-122.45286,0,0,3,1,1
37.7262130000296,-122.419496,1,2,1,0,5
37.7816780000296,-122.432467,0,0,3,1,1
37.7527406100296,-122.41389696,1,2,1,0,0
37.7698694700297,-122.44972125,0,1,3,1,1
37.8006090000297,-122.40155,0,0,0,2,2
37.7816070000297,-122.409388,0,0,0,2,2
37.7842740000297,-122.417961,0,0,0,2,2
37.7720970600297,-122.43277636,0,0,3,1,1
37.7825100000296,-122.42329,0,0,0,2,2
37.7268830000296,-122.383546,1,2,1,0,5
37.7884760000297,-122.415292,0,0,0,2,2
37.7962151200297,-122.42273699,0,0,0,2,2
37.7998547700297,-122.43855599,0,0,3,1,1
37.7820440000297,-122.410989,0,0,0,2,2
37.7800470000297,-122.487189,1,1,2,4,4
37.7719570000297,-122.398324,0,0,0,2,2
37.7881760000297,-122.413374,0,0,0,2,2
37.7736430000296,-122.421171,0,0,3,1,2
37.7851710000297,-122.431417,0,0,3,1,1
37.7618872800296,-122.39876588,0,2,1,0,0
37.7364650000296,-122.424239,1,2,1,0,0
37.7160112400296,-122.45412465,1,1,2,3,3
37.7750662200297,-122.4107976,0,0,0,2,2
37.7306291700296,-122.37709314,1,2,1,0,5
37.7433104600296,-122.47544781,1,1,2,4,4
37.7333034500296,-122.42710953,1,2,1,0,0
37.7843430000296,-122.41743,0,0,0,2,2
37.7482970100296,-122.43449929,1,2,1,1,0
37.7956785600297,-122.41063631,0,0,0,2,2
37.7123630000296,-122.446663,1,1,2,3,3
37.7594719800296,-122.40874131,0,2,1,0,0
37.7587266200296,-122.50764837,1,1,2,4,4
37.7910870000297,-122.41709,0,0,0,2,2
37.7272003600296,-122.41839155,1,2,1,0,5
37.7587391400297,-122.41502979,0,2,1,0,0
37.7554100000296,-122.406312,0,2,1,0,0
37.7200498100296,-122.47335117,1,1,2,3,3
37.7612807000297,-122.42216787,0,0,3,1,0
37.7525980000296,-122.413678,1,2,1,0,0
37.7173231100296,-122.43312502,1,2,1,3,3
37.7456420000296,-122.422313,1,2,1,0,0
37.8011935000297,-122.40106163,0,0,0,2,2
37.7862250000296,-122.389517,0,0,0,2,2
37.7828018500297,-122.42678698,0,0,3,1,1
37.7343230000296,-122.39001,1,2,1,0,5
37.7613491600296,-122.42217443,0,0,3,1,0
37.7829870000297,-122.414274,0,0,0,2,2
37.7654560500296,-122.45621521,1,1,3,1,1
37.7880513300297,-122.41986249,0,0,0,2,2
37.7788400000297,-122.458786,0,1,3,1,1
37.7190300000296,-122.398008,1,2,1,0,5
37.7888030000297,-122.420416,0,0,0,2,2
37.8008630000297,-122.437427,0,0,3,2,1
37.7605213000297,-122.41798308,0,2,3,1,0
37.7612136900297,-122.40448132,0,2,1,0,0
37.7800800000297,-122.407468,0,0,0,2,2
37.7277700000296,-122.479415,1,1,2,3,3
37.7359998000296,-122.38262928,1,2,1,0,5
37.7679645000296,-122.42788281,0,0,3,1,0
37.7202820000296,-122.443117,1,2,1,3,3
37.7855050000297,-122.414691,0,0,0,2,2
37.7413400000296,-122.449871,1,1,2,3,3
37.7933672700297,-122.44447178,0,0,3,1,1
37.7338870000296,-122.391106,1,2,1,0,5
37.7518914200296,-122.4415507,1,1,3,1,0
37.7646340000296,-122.417881,0,0,3,1,0
37.7857880000296,-122.420024,0,0,0,2,2
37.7802430000297,-122.40866,0,0,0,2,2
37.7975090000297,-122.40407,0,0,0,2,2
37.8001310000297,-122.441079,0,0,3,1,1
37.7880000000297,-122.420081,0,0,0,2,2
37.7816330000297,-122.412423,0,0,0,2,2
37.7814590000297,-122.409857,0,0,0,2,2
37.7704480600296,-122.44668352,0,0,3,1,1
37.7646313800296,-122.42964139,0,0,3,1,0
37.7933550000297,-122.442694,0,0,3,1,1
37.7718738100297,-122.41014999,0,0,0,2,2
37.7229292300296,-122.41780543,1,2,1,0,5
37.7306291700296,-122.37709314,1,2,1,0,5
37.7825880000297,-122.416225,0,0,0,2,2
37.7944780000297,-122.404064,0,0,0,2,2
37.8005888600297,-122.41360269,0,0,0,2,2
37.7536850000296,-122.425243,1,2,1,1,0
37.7370190000296,-122.389748,1,2,1,0,5
37.7354550000296,-122.438411,1,2,1,3,3
37.7806650000297,-122.40922,0,0,0,2,2
37.7659037000297,-122.42749402,0,0,3,1,0
37.7909312800297,-122.44879704,0,0,3,1,1
37.7369260000296,-122.394584,1,2,1,0,5
37.7974280000297,-122.43228,0,0,0,2,1
37.8021250000297,-122.433135,0,0,0,2,1
37.7885053700297,-122.41725612,0,0,0,2,2
37.7525339800296,-122.46710632,1,1,2,4,4
37.8029384800297,-122.42851418,0,0,0,2,2
37.7902360000297,-122.408716,0,0,0,2,2
37.7638184500296,-122.4214863,0,0,3,1,0
37.7880770000296,-122.418578,0,0,0,2,2
37.7772366400297,-122.42161397,0,0,0,1,2
37.7130860000296,-122.466992,1,1,2,3,3
37.7662912200297,-122.45258974,1,1,3,1,1
37.7139820000296,-122.442182,1,2,1,3,3
37.7347106900296,-122.45711056,1,1,2,3,3
37.7725510000297,-122.421932,0,0,3,1,0
37.7644210000297,-122.421926,0,0,3,1,0
37.7823500000297,-122.425643,0,0,3,1,1
37.7832200000297,-122.437025,0,0,3,1,1
37.7360967400296,-122.38018061,1,2,1,0,5
37.7607087200296,-122.43427518,1,0,3,1,0
37.7707880000297,-122.448868,0,1,3,1,1
37.7869650000297,-122.45319794,0,0,3,1,1
37.7892180000297,-122.423115,0,0,0,2,2
37.7586770000297,-122.434881,1,2,3,1,0
37.7793364800296,-122.40535102,0,0,0,2,2
37.7809220000297,-122.409164,0,0,0,2,2
37.7808210000297,-122.407521,0,0,0,2,2
37.7944556300297,-122.42110151,0,0,0,2,2
37.7725510000297,-122.421932,0,0,3,1,0
37.7604200000296,-122.388639,0,2,1,0,0
37.7727780000296,-122.414963,0,0,0,2,2
37.7861160000296,-122.420049,0,0,0,2,2
